SERIES,TS,Y,FORECAST,LOWER_BOUND,UPPER_BOUND,IS_ANOMALY,PERCENTILE,DISTANCE
,2017-02-07 07:00:00.000,74,46.966875149,-367.577362895,461.511113194,false,0.5666981915,0.1679741479
,2017-02-07 08:00:00.000,73,34.878515726,-379.665722319,449.42275377,false,0.5936224342,0.2368732388
,2017-02-07 09:00:00.000,82,14.516486211,-400.027751833,429.060724255,false,0.6625082619,0.4193183655
,2017-02-07 10:00:00.000,68,17.764407287,-396.779830757,432.308645331,false,0.6225352028,0.3121459664
,2017-02-07 11:00:00.000,40,-9.718823086,-424.26306113,404.825414959,false,0.6213144931,0.3089349451
,2017-02-07 12:00:00.000,41,6.222284603,-408.321953441,420.766522647,false,0.5855436416,0.2160962576
,2017-02-07 13:00:00.000,41,-18.006333354,-432.550571398,396.537904691,false,0.6430577848,0.3666442049
,2017-02-07 14:00:00.000,42,-6.905601026,-421.449839071,407.638637018,false,0.6193910565,0.3038818748
,2017-02-07 15:00:00.000,41,-14.466588461,-429.010826505,400.077649584,false,0.6348210558,0.3446494989
,2017-02-07 16:00:00.000,38,-27.395669854,-441.939907899,387.14856819,false,0.6577555297,0.4063452517
,2017-02-07 17:00:00.000,39,-43.632527108,-458.176765152,370.911710936,false,0.6961813279,0.5134489042
,2017-02-07 18:00:00.000,71,-19.957179996,-434.50141804,394.587058048,false,0.7140227369,0.5651753133
,2017-02-07 19:00:00.000,102,-14.040028844,-428.584266888,400.5042092,false,0.7645548237,0.7210311452
,2017-02-07 20:00:00.000,103,-7.437632025,-421.981870069,407.10660602,false,0.7537127619,0.6862198595
,2017-02-07 21:00:00.000,106,33.301467592,-381.242770452,447.845705636,false,0.6742655904,0.4517226219
,2017-02-07 22:00:00.000,105,43.283919174,-371.26031887,457.828157218,false,0.6493186464,0.3834816044
,2017-02-07 23:00:00.000,97,65.292942248,-349.251295797,479.837180292,false,0.5780926056,0.1970162916
,2017-02-08 00:00:00.000,104,77.971743417,-336.572494627,492.515981461,false,0.5642408616,0.1617302567
,2017-02-08 01:00:00.000,102,86.619184143,-327.925053901,501.163422187,false,0.5380693018,0.09557087655
,2017-02-08 02:00:00.000,98,70.015896179,-344.528341866,484.560134223,false,0.5690213682,0.1738831904
,2017-02-08 03:00:00.000,101,33.943558604,-380.60067944,448.487796648,false,0.6615381577,0.4166646907
,2017-02-08 04:00:00.000,85,49.250303943,-365.293934101,463.794541988,false,0.587895914,0.222135797
,2017-02-08 05:00:00.000,51,36.835666098,-377.708571946,451.379904142,false,0.535066468,0.08801209372
,2017-02-08 06:00:00.000,37,34.698677533,-379.845560511,449.242915577,false,0.5057045178,0.01429959291
,2017-02-08 07:00:00.000,15,23.735144139,-390.809093905,438.279382184,false,0.4783572152,-0.05427705461
,2017-02-08 08:00:00.000,11,-1.462630825,-416.00686887,413.081607219,false,0.5308625716,0.07743832077
,2017-02-08 09:00:00.000,9,-14.066054463,-428.610292507,400.478183581,false,0.5569829257,0.1433241945
,2017-02-08 10:00:00.000,6,-1.317644303,-415.861882347,413.226593742,false,0.5181333453,0.04546921872
,2017-02-08 11:00:00.000,10,4.038500491,-410.505737553,418.582738536,false,0.5147744888,0.03704262107
,2017-02-08 12:00:00.000,12,1.443036958,-413.101201086,415.987275003,false,0.5261507345,0.06559718424
,2017-02-08 13:00:00.000,10,12.884834136,-401.659403908,427.42907218,false,0.4928492128,-0.01792532526
,2017-02-08 14:00:00.000,12,-7.492549946,-422.036787991,407.051688098,false,0.5482018944,0.1211197183
,2017-02-08 15:00:00.000,13,-0.5334949589,-415.077733003,414.010743085,false,0.5335084714,0.08409228665
,2017-02-08 16:00:00.000,13,-15.272532217,-429.816770262,399.271705827,false,0.5697255112,0.175675381
,2017-02-08 17:00:00.000,12,-17.207286369,-431.751524414,397.336951675,false,0.5720060009,0.1814836083
,2017-02-08 18:00:00.000,11,-14.468937874,-429.013175918,400.07530017,false,0.5628720082,0.1582548507
,2017-02-08 19:00:00.000,6,-21.877539839,-436.421777883,392.666698205,false,0.5687611569,0.17322104
,2017-02-08 20:00:00.000,8,-23.266023932,-437.810261976,391.278214113,false,0.5770200589,0.1942758655
,2017-02-08 21:00:00.000,8,2.144219401,-412.400018643,416.688457446,false,0.5145126004,0.03638572166
,2017-02-08 22:00:00.000,9,-1.876918485,-416.421156529,412.66731956,false,0.5269421104,0.06758527268
,2017-02-08 23:00:00.000,4,-6.146041073,-420.690279117,408.398196971,false,0.5251342117,0.06304386242
,2017-02-09 00:00:00.000,6,-6.066673637,-420.610911681,408.477564407,false,0.5298838859,0.07497798473
,2017-02-09 01:00:00.000,7,-2.081469378,-416.625707423,412.462768666,false,0.5224999707,0.0564289955
,2017-02-09 02:00:00.000,8,2.039916078,-412.504321966,416.584154122,false,0.5147709822,0.03703382512
,2017-02-09 03:00:00.000,,-2.033596938,-416.577834982,412.510641106,true,,
,2017-02-09 04:00:00.000,7,-5.020837158,-419.565075202,409.523400886,false,0.5297705803,0.07469317328
,2017-02-09 05:00:00.000,7,11.714832797,-402.829405247,426.259070841,false,0.4883141465,-0.02929628099
,2017-02-09 06:00:00.000,3,18.222131989,-396.322106055,432.766370034,false,0.4623222832,-0.09458487187
,2017-02-09 07:00:00.000,7,6.560038628,-407.984199416,421.104276672,false,0.501090612,0.002733762263
,2017-02-09 08:00:00.000,4,14.665394794,-399.87884325,429.209632839,false,0.4735810593,-0.06627094028
,2017-02-09 09:00:00.000,6,21.024615863,-393.519622181,435.568853907,false,0.4628097458,-0.09335757746
,2017-02-09 10:00:00.000,5,21.7954172,-392.748820845,436.339655244,false,0.4584415537,-0.1043607022
,2017-02-09 11:00:00.000,6,28.925642622,-385.618595422,443.469880666,false,0.4433616039,-0.1424517257
,2017-02-09 12:00:00.000,6,30.516169012,-384.028069033,445.060407056,false,0.4394614841,-0.1523346865
,2017-02-09 13:00:00.000,3,18.070309915,-396.473928129,432.614547959,false,0.4626969695,-0.09364150392
,2017-02-09 14:00:00.000,6,21.13926575,-393.404972294,435.683503795,false,0.4625267872,-0.09406997077
,2017-02-09 15:00:00.000,7,21.700408493,-392.843829552,436.244646537,false,0.4636099984,-0.09134306907
,2017-02-09 16:00:00.000,11,29.533439457,-385.010798587,444.077677501,false,0.4541590923,-0.1151601496
,2017-02-09 17:00:00.000,10,26.295018322,-388.249219723,440.839256366,false,0.4596754463,-0.101251403
,2017-02-09 18:00:00.000,5,14.830243293,-399.713994751,429.374481337,false,0.4756471082,-0.06108160821
,2017-02-09 19:00:00.000,4,-1.555724121,-416.099962165,412.988513923,false,0.5137692626,0.03452127826
,2017-02-09 20:00:00.000,9,-10.467497246,-425.01173529,404.076740798,false,0.5481402449,0.1209640498
,2017-02-09 21:00:00.000,6,33.980444429,-380.563793616,448.524682473,false,0.4309875669,-0.1738604522
,2017-02-09 22:00:00.000,3,-10.889811774,-425.434049819,403.65442627,false,0.5343885394,0.08630631162
,2017-02-09 23:00:00.000,4,-4.899543961,-419.443782006,409.644694083,false,0.5220497018,0.05529857617
,2017-02-10 00:00:00.000,3,-5.431842672,-419.976080717,409.112395372,false,0.5208920043,0.05239244801
,2017-02-10 01:00:00.000,3,-10.686885361,-425.231123405,403.857352684,false,0.5338873511,0.08504539962
,2017-02-10 02:00:00.000,4,6.988675318,-407.555562726,421.532913362,false,0.4925918454,-0.01857055715
,2017-02-10 03:00:00.000,5,5.503827543,-409.040410501,420.048065587,false,0.4987510718,-0.003130603758
,2017-02-10 04:00:00.000,3,-15.344654257,-429.888892302,399.199583787,false,0.5453759926,0.113987106
,2017-02-10 05:00:00.000,3,-2.096580831,-416.640818875,412.447657213,false,0.512631723,0.03166832644
,2017-02-10 06:00:00.000,3,-10.316097897,-424.860335941,404.228140147,false,0.5329714409,0.08274145923
,2017-02-10 07:00:00.000,3,6.487337441,-408.056900604,421.031575485,false,0.4913559703,-0.02166906483
,2017-02-10 08:00:00.000,3,3.256198531,-411.288039513,417.800436576,false,0.4993649137,-0.00159192584
,2017-02-10 09:00:00.000,8,8.75699291,-405.787245134,423.301230955,false,0.4981235091,-0.004703682604
,2017-02-10 10:00:00.000,3,10.919512434,-403.62472561,425.463750478,false,0.4803763649,-0.04920901155
,2017-02-10 11:00:00.000,4,21.595654562,-392.948583482,436.139892607,false,0.4564691508,-0.1093330904
,2017-02-10 12:00:00.000,8,20.917296842,-393.626941202,435.461534886,false,0.4680138626,-0.08026345243
,2017-02-10 13:00:00.000,7,23.59107506,-390.953162984,438.135313104,false,0.4589453766,-0.1030909934
,2017-02-10 14:00:00.000,5,26.558430377,-387.985807667,441.102668421,false,0.446718542,-0.1339563588
,2017-02-10 15:00:00.000,7,23.600435188,-390.943802857,438.144673232,false,0.4589222969,-0.1031491539
,2017-02-10 16:00:00.000,7,16.560883699,-397.983354345,431.105121743,false,0.4763136088,-0.05940790425
,2017-02-10 17:00:00.000,11,21.889569159,-392.654668886,436.433807203,false,0.4730266017,-0.06766387943
,2017-02-10 18:00:00.000,10,18.486019395,-396.058218649,433.03025744,false,0.4789738833,-0.05272908274
,2017-02-10 19:00:00.000,9,-3.091156115,-417.635394159,411.453081929,false,0.5299444044,0.07513011007
,2017-02-10 20:00:00.000,9,4.769772416,-409.774465628,419.31401046,false,0.5104850375,0.0262851179
,2017-02-10 21:00:00.000,10,18.713001102,-395.831236943,433.257239146,false,0.4784120246,-0.05413946571
,2017-02-10 22:00:00.000,10,38.935388311,-375.608849733,453.479626355,false,0.4286570956,-0.1797941312
,2017-02-10 23:00:00.000,12,7.526528092,-407.017709952,422.070766136,false,0.5110877916,0.02779655094
,2017-02-11 00:00:00.000,21,7.56236564,-406.981872404,422.106603684,false,0.5332716768,0.08349664325
,2017-02-11 01:00:00.000,13,39.607135571,-374.937102473,454.151373616,false,0.4343432242,-0.1653272032
,2017-02-11 02:00:00.000,10,6.853428192,-407.690809852,421.397666237,false,0.5077994906,0.01955166934
,2017-02-11 03:00:00.000,10,-0.6890863974,-415.233324442,413.855151647,false,0.5264775403,0.06641815141
,2017-02-11 04:00:00.000,11,-7.309018458,-421.853256503,407.235219586,false,0.5452882265,0.1137656779
,2017-02-11 05:00:00.000,9,22.069376899,-392.474861146,436.613614943,false,0.4676381004,-0.08120842338
,2017-02-11 06:00:00.000,10,18.34820066,-396.196037384,432.892438704,false,0.479315053,-0.05187272652
,2017-02-11 07:00:00.000,10,17.882229554,-396.662008491,432.426467598,false,0.4804686735,-0.04897734909
,2017-02-11 08:00:00.000,10,19.440704619,-395.103533425,433.984942663,false,0.4766110001,-0.05866115452
,2017-02-11 09:00:00.000,12,25.407278648,-389.136959396,439.951516692,false,0.4668033102,-0.08330802374
,2017-02-11 10:00:00.000,18,2.743284474,-411.80095357,417.287522518,false,0.5377630619,0.09479976157
,2017-02-11 11:00:00.000,17,12.468154408,-402.076083636,427.012392453,false,0.5112324366,0.02815926409
,2017-02-11 12:00:00.000,12,-4.324748683,-418.868986727,410.219489361,false,0.5403978743,0.1014361368
,2017-02-11 13:00:00.000,15,19.273038949,-395.271199095,433.817276994,false,0.4894088751,-0.02655113238
,2017-02-11 14:00:00.000,13,7.744000367,-406.800237677,422.288238411,false,0.5130266994,0.03265889773
,2017-02-11 15:00:00.000,16,2.512316383,-412.031921661,417.056554427,false,0.5333953098,0.08380763139
,2017-02-11 16:00:00.000,33,3.811345483,-410.732892562,418.355583527,false,0.5719605686,0.1813678366
,2017-02-11 17:00:00.000,49,-1.457578825,-416.00181687,413.086659219,false,0.6230592021,0.3135253085
,2017-02-11 18:00:00.000,49,1.55491436,-412.989323684,416.099152404,false,0.6159292473,0.2948067557
,2017-02-11 19:00:00.000,66,17.775622159,-396.768615885,432.319860203,false,0.6177775473,0.2996489981
,2017-02-11 20:00:00.000,116,34.324552747,-380.219685297,448.868790792,false,0.6940986668,0.507501953
,2017-02-11 21:00:00.000,186,48.04208315,-366.502154894,462.586321194,false,0.804338633,0.8572210449
,2017-02-11 22:00:00.000,259,82.101052431,-332.443185614,496.645290475,false,0.86415667,1.099186652
,2017-02-11 23:00:00.000,303,48.213325015,-366.33091303,462.757563059,false,0.9433067101,1.583153071
,2017-02-12 00:00:00.000,350,39.989301642,-374.554936403,454.533539686,false,0.9729662476,1.926295358
,2017-02-12 01:00:00.000,198,57.113693715,-357.430544329,471.657931759,false,0.8093264753,0.8754170071
,2017-02-12 02:00:00.000,205,45.314943722,-369.229294322,459.859181767,false,0.8394562811,0.9922257013
,2017-02-12 03:00:00.000,193,33.700149746,-380.844088299,448.24438779,false,0.8388719208,0.9898321691
,2017-02-12 04:00:00.000,111,43.166654653,-371.377583391,457.710892698,false,0.6633021082,0.4214920934
,2017-02-12 05:00:00.000,63,62.658585906,-351.885652138,477.202823951,false,0.5008463254,0.002121424799
,2017-02-12 06:00:00.000,44,48.484895484,-366.05934256,463.029133528,false,0.4888839017,-0.02786753295
,2017-02-12 07:00:00.000,38,64.175419012,-350.368819032,478.719657056,false,0.4353991063,-0.1626446713
,2017-02-12 08:00:00.000,82,55.306384371,-359.237853673,469.850622415,false,0.5658682307,0.1658645593
,2017-02-12 09:00:00.000,124,49.835235165,-364.709002879,464.37947321,false,0.677540883,0.4608332646
,2017-02-12 10:00:00.000,126,25.809861305,-388.734376739,440.354099349,false,0.7332084184,0.6225456091
,2017-02-12 11:00:00.000,136,31.400927527,-383.143310518,445.945165571,false,0.7421348797,0.6499411432
,2017-02-12 12:00:00.000,137,27.629137379,-386.915100665,442.173375424,false,0.7516183717,0.6795913368
,2017-02-12 13:00:00.000,127,4.705761489,-409.838476555,419.249999533,false,0.7763405961,0.7598925622
,2017-02-12 14:00:00.000,132,7.852305256,-406.691932788,422.3965433,false,0.7797678104,0.7714092749
,2017-02-12 15:00:00.000,110,2.596630082,-411.947607962,417.140868126,false,0.7477308245,0.6673660424
,2017-02-12 16:00:00.000,97,8.425818349,-406.118419696,422.970056393,false,0.7089665777,0.5503682157
,2017-02-12 17:00:00.000,114,8.508011008,-406.036227037,423.052249052,false,0.7439236476,0.6554894064
,2017-02-12 18:00:00.000,118,12.301203729,-402.243034315,426.845441773,false,0.7443370169,0.6567744327
,2017-02-12 19:00:00.000,111,62.864790748,-351.679447296,477.409028792,false,0.6175661952,0.2990949364
,2017-02-12 20:00:00.000,116,73.275338393,-341.268899651,487.819576437,false,0.6046784991,0.2654757327
,2017-02-12 21:00:00.000,144,67.602648923,-346.941589122,482.146886967,false,0.6825016424,0.4747057553
,2017-02-12 22:00:00.000,155,82.056242745,-332.487995299,496.600480789,false,0.6748143239,0.4532463612
,2017-02-12 23:00:00.000,145,98.804791869,-315.739446176,513.349029913,false,0.6129593316,0.2870404648
,2017-02-13 00:00:00.000,140,102.529559733,-312.014678312,517.073797777,false,0.5920524705,0.2328278847
,2017-02-13 01:00:00.000,158,103.649503459,-310.894734585,518.193741503,false,0.6322108281,0.3377145038
,2017-02-13 02:00:00.000,167,124.424545269,-290.119692775,538.968783313,false,0.6043213952,0.2645486147
,2017-02-13 03:00:00.000,194,121.861946029,-292.682292015,536.406184074,false,0.6730100048,0.4482400098
,2017-02-13 04:00:00.000,195,121.953916945,-292.5903211,536.498154989,false,0.6750431838,0.453882177
,2017-02-13 05:00:00.000,167,114.091907392,-300.452330652,528.636145436,false,0.6288283975,0.3287519228
,2017-02-13 06:00:00.000,114,113.358929911,-301.185308133,527.903167956,false,0.5015891344,0.003983379743
,2017-02-13 07:00:00.000,101,100.044503036,-314.499735009,514.58874108,false,0.5023685525,0.005937115643
,2017-02-13 08:00:00.000,89,91.154974477,-323.389263568,505.699212521,false,0.4946582272,-0.01339023896
,2017-02-13 09:00:00.000,66,80.45235903,-334.091879015,494.996597074,false,0.4642223674,-0.08980177862
,2017-02-13 10:00:00.000,47,45.311527646,-369.232710399,459.85576569,false,0.5041854509,0.01049156198
,2017-02-13 11:00:00.000,35,59.778767825,-354.76547022,474.323005869,false,0.4388181216,-0.1539663814
,2017-02-13 12:00:00.000,22,49.015359212,-365.528878833,463.559597256,false,0.433345231,-0.1678637586
,2017-02-13 13:00:00.000,15,50.332786111,-364.211451933,464.877024156,false,0.4131126606,-0.219545268
,2017-02-13 14:00:00.000,13,45.823023649,-368.721214395,460.367261693,false,0.4191960891,-0.2039505037
,2017-02-13 15:00:00.000,14,30.098767982,-384.445470063,444.643006026,false,0.4601594707,-0.1000319737
,2017-02-13 16:00:00.000,16,33.776082679,-380.768155365,448.320320723,false,0.4560245829,-0.110454206
,2017-02-13 17:00:00.000,22,46.529112817,-368.015125227,461.073350862,false,0.4394297683,-0.1524151147
,2017-02-13 18:00:00.000,20,62.448801055,-352.095436989,476.9930391,false,0.3959817997,-0.2637616342
,2017-02-13 19:00:00.000,34,79.885337174,-334.65890087,494.429575218,false,0.3877780048,-0.2851150378
,2017-02-13 20:00:00.000,92,116.161675474,-298.38256257,530.705913518,false,0.4403302405,-0.1501319907
,2017-02-13 21:00:00.000,119,79.496875499,-335.047362546,494.041113543,false,0.5969491867,0.2454582559
,2017-02-13 22:00:00.000,178,22.851010923,-391.693227121,437.395248968,false,0.8324871155,0.9640402056
,2017-02-13 23:00:00.000,170,38.439890893,-376.104347151,452.984128937,false,0.7931693028,0.8174673608
,2017-02-14 00:00:00.000,159,60.585420568,-353.958817476,475.129658612,false,0.7295699663,0.6115129203
,2017-02-14 01:00:00.000,115,26.290604122,-388.253633922,440.834842167,false,0.7092545848,0.5512083885
,2017-02-14 02:00:00.000,130,69.918632727,-344.625605317,484.462870772,false,0.6455463718,0.3733240803
,2017-02-14 03:00:00.000,152,62.504678828,-352.039559217,477.048916872,false,0.7109259657,0.5560918465
,2017-02-14 04:00:00.000,156,77.774622811,-336.769615234,492.318860855,false,0.686539266,0.4860644543
,2017-02-14 05:00:00.000,142,75.72013299,-338.824105054,490.264371035,false,0.6597714062,0.4118393359
,2017-02-14 06:00:00.000,132,114.783191586,-299.761046458,529.32742963,false,0.5425972104,0.1069790762
,2017-02-14 07:00:00.000,121,95.42993544,-319.114302604,509.974173485,false,0.5631195577,0.1588832157
,2017-02-14 08:00:00.000,119,86.157347804,-328.38689024,500.701585848,false,0.5808515657,0.2040724684
,2017-02-14 09:00:00.000,128,110.579544959,-303.964693085,525.123783003,false,0.5430991123,0.1082444633
,2017-02-14 10:00:00.000,151,78.70315555,-335.841082494,493.247393594,false,0.6733659274,0.4492266769
,2017-02-14 11:00:00.000,183,66.839082805,-347.705155239,481.383320849,false,0.764785834,0.7217823021
,2017-02-14 12:00:00.000,201,63.422811044,-351.121427001,477.967049088,false,0.8036843809,0.8548553382
,2017-02-14 13:00:00.000,213,71.815691318,-342.728546726,486.359929362,false,0.8098296421,0.8772686872
,2017-02-14 14:00:00.000,228,67.277845858,-347.266392186,481.822083903,false,0.841022676,0.9986698556
,2017-02-14 15:00:00.000,231,56.964073918,-357.580164127,471.508311962,false,0.8602396916,1.081396862
,2017-02-14 16:00:00.000,224,58.98473783,-355.559500214,473.528975875,false,0.8473999479,1.02534569
,2017-02-14 17:00:00.000,212,61.333025486,-353.211212558,475.87726353,false,0.8254124622,0.9361905737
,2017-02-14 18:00:00.000,199,78.211001267,-336.333236777,492.755239312,false,0.773535091,0.7505395418
,2017-02-14 19:00:00.000,199,84.724932552,-329.819305493,499.269170596,false,0.7611678707,0.7100643077
,2017-02-14 20:00:00.000,214,142.101876254,-272.44236179,556.646114298,false,0.672471912,0.4467491694
,2017-02-14 21:00:00.000,227,115.537987399,-299.006250645,530.082225444,false,0.7557149847,0.6925849932
,2017-02-14 22:00:00.000,217,147.397311127,-267.146926917,561.941549171,false,0.6673059455,0.4324861599
,2017-02-14 23:00:00.000,230,166.787500232,-247.756737813,581.331738276,false,0.652758943,0.3927798153
,2017-02-15 00:00:00.000,251,142.890153186,-271.654084858,557.434391231,false,0.7491304259,0.6717558366
,2017-02-15 01:00:00.000,247,134.175258354,-280.36897969,548.719496399,false,0.7583648749,0.701052503
,2017-02-15 02:00:00.000,240,137.684709027,-276.859529017,552.228947072,false,0.7375304865,0.6357505436
,2017-02-15 03:00:00.000,238,69.829459713,-344.714778331,484.373697758,false,0.8519772973,1.044951457
,2017-02-15 04:00:00.000,233,150.919821061,-263.624416983,565.464059105,false,0.6949801577,0.5100168106
,2017-02-15 05:00:00.000,231,144.994167062,-269.550070982,559.538405107,false,0.7034708476,0.5344094174
,2017-02-15 06:00:00.000,231,145.999119943,-268.545118101,560.543357988,false,0.7013075904,0.5281650005
,2017-02-15 07:00:00.000,233,144.01270746,-270.531530584,558.556945505,false,0.7098460875,0.5529351387
,2017-02-15 08:00:00.000,225,126.944550951,-287.599687094,541.488788995,false,0.7288310374,0.6092814128
,2017-02-15 09:00:00.000,230,140.008838146,-274.535399898,554.55307619,false,0.7119781105,0.5591728228
,2017-02-15 10:00:00.000,239,143.931517803,-270.612720241,558.475755847,false,0.7226464705,0.5907214715
,2017-02-15 11:00:00.000,242,172.659334821,-241.884903224,587.203572865,false,0.6667142021,0.4308580386
,2017-02-15 12:00:00.000,242,167.694306203,-246.849931842,582.238544247,false,0.6778549728,0.4617089467
,2017-02-15 13:00:00.000,248,193.73134189,-220.812896154,608.275579935,false,0.6320191886,0.3372059891
,2017-02-15 14:00:00.000,252,182.84063634,-231.703601705,597.384874384,false,0.6663045152,0.4297314959
,2017-02-15 15:00:00.000,246,144.878196065,-269.66604198,559.422434109,false,0.735107629,0.628334643
,2017-02-15 16:00:00.000,246,159.683363229,-254.860874815,574.227601273,false,0.7041384262,0.5363406411
,2017-02-15 17:00:00.000,267,174.49547805,-240.048759994,589.039716094,false,0.7172833149,0.5747899415
,2017-02-15 18:00:00.000,259,231.722959513,-182.821278531,646.267197557,false,0.5672942839,0.1694897522
,2017-02-15 19:00:00.000,271,245.449261774,-169.09497627,659.993499818,false,0.5630722504,0.1587631288
,2017-02-15 20:00:00.000,278,201.307322146,-213.236915898,615.85156019,false,0.6831554298,0.47654081
,2017-02-15 21:00:00.000,278,256.287940419,-158.256297625,670.832178463,false,0.5536588613,0.1349109556
,2017-02-15 22:00:00.000,279,290.249799093,-124.294438951,704.794037138,false,0.4721357434,-0.06990221912
,2017-02-15 23:00:00.000,287,264.324431342,-150.219806702,678.868669386,false,0.5560246819,0.1408978557
